Collection,Device Name,SSID,BSSID,Frequency,Technology Band,SSID Count [AVG],RSSI [AVG],Capability,Status,SSID Count [SUM]
Day2-TMO-MNO-4G-IN,QualiPoc_083101,BYOD@Mercy,50:5c:88:03:4b:24,2462,WiFi (2.4 GHz),169,-68,[WPA2-EAP/SHA1-CCMP][RSN-EAP/SHA1-CCMP][ESS],,5767
Day1-TMO-MNO-DEF-IN,QualiPoc_083101,Walmartwifi,5c:5b:35:60:2b:98,5220,WiFi (5 GHz),136,-80,[ESS],,3147
Day3_TMO-DEF-L1-V1,QualiPoc_083101,LiveBetter,d4:20:b0:d6:eb:7b,5540,WiFi (5 GHz),166,-73,[WPA2-EAP/SHA1+FT/EAP-CCMP][RSN-EAP/SHA1+FT/EAP-CCMP][ESS],,9664
Day1-TMO-NH-IN,QualiPoc_083101,SaveMoney,5c:5b:35:5f:f1:02,2412,WiFi (2.4 GHz),114,-76,[WPA2-EAP/SHA1+FT/EAP-CCMP][RSN-EAP/SHA1+FT/EAP-CCMP][ESS],,342
Day3_TMO-NH-L1,QualiPoc_083101,Walmartwifi,d4:20:b0:d6:ec:87,2412,WiFi (2.4 GHz),145,-72,[ESS],,2178
Day2-TMO-MNO-4G-IN,QualiPoc_083101,Eagle,d4:20:b0:e2:3f:ed,5240,WiFi (5 GHz),170,-73,[WPA2-EAP/SHA1+FT/EAP-CCMP][RSN-EAP/SHA1+FT/EAP-CCMP][ESS],,1536
Day2-TMO-MNO-DEF-IN,QualiPoc_083101,Walmartwifi,d4:20:b0:d6:f6:5e,5500,WiFi (5 GHz),159,-74,[ESS],,16380
Day2-TMO-MNO-4G-OUT,QualiPoc_083101,SaveMoney,d4:20:b0:d6:ec:85,2412,WiFi (2.4 GHz),28,-76,[WPA2-EAP/SHA1+FT/EAP-CCMP][RSN-EAP/SHA1+FT/EAP-CCMP][ESS],,347
Day2-TMO-MNO-DEF-OUTER,QualiPoc_083101,WestSide,94:04:e3:21:1e:35,5785,WiFi (5 GHz),25,-80,[WPA2-PSK-CCMP][RSN-PSK+SAE-CCMP][ESS][WPS][MFPC],,25
Day1-TMO-NH-OUT,QualiPoc_083101,SwElmSprings,a8:fb:40:5d:78:94,2437,WiFi (2.4 GHz),21,-78,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS][MFPC],,108
Day2-TMO-MNO-DEF-OUTER,QualiPoc_083101,Kids Spot,a8:3a:79:ae:0f:a1,2462,WiFi (2.4 GHz),10,-78,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],,10
Day1-ATT-MNO-DEF-IN,QualiPoc_083101,Walmartwifi,d4:20:b0:d6:ec:3e,5540,WiFi (5 GHz),187,-78,[ESS],,4117
Day2-VZN-MNO-DEF-IN,QualiPoc_083101,Walmartwifi,d4:20:b0:d6:45:ee,5680,WiFi (5 GHz),153,-78,[ESS],,7543
Day1-ATT-MNO-DEF-IN,QualiPoc_083101,SwimUpstream,d4:20:b0:d6:e9:98,5745,WiFi (5 GHz),169,-74,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],,6455
Day2-TMO-MNO-DEF-OUTER,QualiPoc_083101,SwimUpstream,d4:20:b0:ea:81:64,5785,WiFi (5 GHz),18,-82,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],,18
Day2-TMO-MNO-DEF-IN,QualiPoc_083101,MercyInternal,50:5c:88:03:5a:be,5220,WiFi (5 GHz),168,-78,[WPA2-EAP/SHA1-CCMP][RSN-EAP/SHA1-CCMP][ESS],,9444
Day2-TMO-MNO-4G-IN,QualiPoc_083101,HEATKTE,d4:20:b0:d6:f6:56,5500,WiFi (5 GHz),157,-75,[WPA2-EAP/SHA1+FT/EAP-CCMP][RSN-EAP/SHA1+FT/EAP-CCMP][ESS],,19094
Day1-ATT-NH-IN,QualiPoc_083101,SaveMoney,5c:5b:35:60:00:62,2412,WiFi (2.4 GHz),104,-77,[WPA2-EAP/SHA1+FT/EAP-CCMP][RSN-EAP/SHA1+FT/EAP-CCMP][ESS],,209
Day1-ATT-NH-OUT,QualiPoc_083101,HEATKTE-NG,d4:20:b0:d6:ec:fc,5220,WiFi (5 GHz),24,-86,[WPA2-EAP/SHA1+FT/EAP-CCMP][RSN-EAP/SHA1+FT/EAP-CCMP][ESS],,49
Day3_TMO-NH-L2,QualiPoc_083101,m3rcytl$,50:5c:88:03:4b:20,2462,WiFi (2.4 GHz),149,-64,[WPA2-EAP/SHA1+FT/EAP-CCMP][RSN-EAP/SHA1+FT/EAP-CCMP][WPA-EAP/SHA1-TKIP+CCMP][ESS],,2388
Day3_TMO-NH-L2,QualiPoc_083101,Eagle,d4:20:b0:e2:48:5d,5240,WiFi (5 GHz),156,-78,[WPA2-EAP/SHA1+FT/EAP-CCMP][RSN-EAP/SHA1+FT/EAP-CCMP][ESS],,1409
Day1-WIFI-IN,QualiPoc_083101,HEATKTE-NG,5c:5b:35:60:2d:f5,2437,WiFi (2.4 GHz),161,-69,[WPA2-EAP/SHA1+FT/EAP-CCMP][RSN-EAP/SHA1+FT/EAP-CCMP][ESS],,1942
Day2-ATT-MNO-DEF-IN,QualiPoc_083101,Walmartwifi,d4:20:b0:ea:7b:38,5825,WiFi (5 GHz),149,-83,[ESS],,149
Day3_ATT-MNO-DEF-IN-L1,QualiPoc_083101,Infusion2609,00:0d:6f:ee:f6:7a,2412,WiFi (2.4 GHz),183,-74,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],,183
Day2-VZN-MNO-4G-IN,QualiPoc_083101,HEATKTE,d4:20:b0:e2:4b:26,5180,WiFi (5 GHz),146,-78,[WPA2-EAP/SHA1+FT/EAP-CCMP][RSN-EAP/SHA1+FT/EAP-CCMP][ESS],,10519
Day2-VZN-MNO-4G-IN,QualiPoc_083101,HEATKTE-NG,d4:20:b0:e2:3e:9c,5680,WiFi (5 GHz),161,-74,[WPA2-EAP/SHA1+FT/EAP-CCMP][RSN-EAP/SHA1+FT/EAP-CCMP][ESS],,11767
Day3_TMO-DEF-L2,QualiPoc_083101,Walmartwifi,5c:5b:35:60:0a:f8,5180,WiFi (5 GHz),183,-89,[ESS],,367
Day1-TMO-MNO-DEF-IN,QualiPoc_083101,SwimUpstream,5c:5b:35:60:2c:75,2412,WiFi (2.4 GHz),132,-67,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],,4243
Day1-WIFI-IN,QualiPoc_083101,MercyInternal,50:5c:88:03:0e:ce,5300,WiFi (5 GHz),165,-83,[WPA2-EAP/SHA1-CCMP][RSN-EAP/SHA1-CCMP][ESS],,991
Day2-TMO-MNO-DEF-OUT,QualiPoc_083101,moxee broadband39,94:a3:ca:0d:69:99,2412,WiFi (2.4 GHz),25,-79,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],,102
Day2-VZN-MNO-4G-OUT,QualiPoc_083101,SwimUpstream,d4:20:b0:ea:81:64,5785,WiFi (5 GHz),28,-72,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],,346
Day1-TMO-NH-OUT,QualiPoc_083101,CRISP-3280-LineBuster,ae:8b:a9:2e:fb:7e,2462,WiFi (2.4 GHz),19,-76,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],,1027
Day3_TMO-DEF-IN-L2,QualiPoc_083101,BYOD@Mercy,50:5c:88:03:03:5b,5180,WiFi (5 GHz),161,-67,[WPA2-EAP/SHA1-CCMP][RSN-EAP/SHA1-CCMP][ESS],,8889
Day1-TMO-MNO-DEF-IN,QualiPoc_083101,HEATKTE,d4:20:b0:d6:f6:26,5745,WiFi (5 GHz),150,-74,[WPA2-EAP/SHA1+FT/EAP-CCMP][RSN-EAP/SHA1+FT/EAP-CCMP][ESS],,30313
Day3_ATT-MNO-DEF-IN-L2,QualiPoc_083101,LiveBetter,d4:20:b0:e2:4a:fb,5300,WiFi (5 GHz),162,-63,[WPA2-EAP/SHA1+FT/EAP-CCMP][RSN-EAP/SHA1+FT/EAP-CCMP][ESS],,10430
Day2-ATT-MNO-4G-IN,QualiPoc_083101,BYOD@Mercy,50:5c:88:02:c9:c4,2462,WiFi (2.4 GHz),165,-72,[WPA2-EAP/SHA1-CCMP][RSN-EAP/SHA1-CCMP][ESS],,5641
Day1-ATT-NH-IN,QualiPoc_083101,HEATKTE-NG,d4:20:b0:d6:e3:6c,5700,WiFi (5 GHz),152,-82,[WPA2-EAP/SHA1+FT/EAP-CCMP][RSN-EAP/SHA1+FT/EAP-CCMP][ESS],,764
Day1-ATT-NH-IN,QualiPoc_083101,Eagle,d4:20:b0:e2:40:dd,5220,WiFi (5 GHz),173,-79,[WPA2-EAP/SHA1+FT/EAP-CCMP][RSN-EAP/SHA1+FT/EAP-CCMP][ESS],,4162
Day2-TMO-MNO-DEF-IN,QualiPoc_083101,HEATKTE,d4:20:b0:cf:f9:c6,5520,WiFi (5 GHz),175,-80,[WPA2-EAP/SHA1+FT/EAP-CCMP][RSN-EAP/SHA1+FT/EAP-CCMP][ESS],,6484
Day3_TMO-DEF-L1-V1,QualiPoc_083101,"LG_Speaker_S90QY_3873.l077 ",fa:8f:ca:80:f2:32,2437,WiFi (2.4 GHz),166,-56,[ESS],,9299
Day2-TMO-MNO-DEF-IN,QualiPoc_083101,HEATKTE,d4:20:b0:e2:4a:96,5825,WiFi (5 GHz),155,-77,[WPA2-EAP/SHA1+FT/EAP-CCMP][RSN-EAP/SHA1+FT/EAP-CCMP][ESS],,17152
Day2-ATT-MNO-4G-IN,QualiPoc_083101,Eagle,d4:20:b0:d6:ee:ad,5700,WiFi (5 GHz),174,-79,[WPA2-EAP/SHA1+FT/EAP-CCMP][RSN-EAP/SHA1+FT/EAP-CCMP][ESS],,5072
Day1-ATT-MNO-DEF-IN,QualiPoc_083101,HEATKTE,d4:20:b0:ea:7b:51,2437,WiFi (2.4 GHz),165,-72,[WPA2-EAP/SHA1+FT/EAP-CCMP][RSN-EAP/SHA1+FT/EAP-CCMP][ESS],,495
Day1-TMO-NH-OUT,QualiPoc_083101,Walmartwifi,5c:5b:35:60:0a:f8,5180,WiFi (5 GHz),23,-78,[ESS],,525
Day3_TMO-NH-L2,QualiPoc_083101,Walmartwifi,d4:20:b0:e2:4c:4e,5680,WiFi (5 GHz),147,-79,[ESS],,6766
Day1-ATT-MNO-DEF-IN,QualiPoc_083101,SwimUpstream,d4:20:b0:e2:3f:b8,5805,WiFi (5 GHz),171,-77,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],,2060
Day2-VZN-MNO-DEF-OUTER,QualiPoc_083101,The Foo 2.4,cc:be:59:3c:47:eb,2462,WiFi (2.4 GHz),6,-75,[WPA2-PSK-CCMP][RSN-PSK-CCMP][WPA-PSK-CCMP][ESS][WPS],,6
Day2-VZN-MNO-DEF-OUTER,QualiPoc_083101,SDUS_5G,c8:7f:54:11:1d:0c,5180,WiFi (5 GHz),9,-83,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],,9
Day2-VZN-MNO-DEF-IN,QualiPoc_083101,DIRECT-67-HP OfficeJet Pro 9020,aa:b1:3b:fe:60:67,2437,WiFi (2.4 GHz),137,-66,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],,1376
Day3_TMO-DEF-L2,QualiPoc_083101,LiveBetter,d4:dc:09:78:74:09,5805,WiFi (5 GHz),167,-81,[WPA2-EAP/SHA1+FT/EAP-CCMP][RSN-EAP/SHA1+FT/EAP-CCMP][ESS],,6847
Day2-TMO-MNO-4G-IN,QualiPoc_083101,HEATKTE-NG,5c:5b:35:5f:ff:b7,5500,WiFi (5 GHz),134,-85,[WPA2-EAP/SHA1+FT/EAP-CCMP][RSN-EAP/SHA1+FT/EAP-CCMP][ESS],,134
Day1-TMO-NH-IN,QualiPoc_083101,Eagle,d4:20:b0:d6:ec:6d,5300,WiFi (5 GHz),152,-80,[WPA2-EAP/SHA1+FT/EAP-CCMP][RSN-EAP/SHA1+FT/EAP-CCMP][ESS],,5963
Day2-ATT-MNO-DEF-IN,QualiPoc_083101,HEATKTE-NG,d4:20:b0:e2:4b:2c,5180,WiFi (5 GHz),136,-80,[WPA2-EAP/SHA1+FT/EAP-CCMP][RSN-EAP/SHA1+FT/EAP-CCMP][ESS],,11213
Day3_ATT-MNO-DEF-IN-L2,QualiPoc_083101,Walmartwifi,d4:20:b0:d6:ec:6e,5765,WiFi (5 GHz),166,-75,[ESS],,3334
Day1-WIFI-IN,QualiPoc_083101,SwimUpstream,d4:dc:09:63:55:16,5805,WiFi (5 GHz),178,-74,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],,1427
Day1-ATT-MNO-DEF-IN,QualiPoc_083101,SaveMoney,d4:20:b0:e2:45:15,2437,WiFi (2.4 GHz),168,-65,[WPA2-EAP/SHA1+FT/EAP-CCMP][RSN-EAP/SHA1+FT/EAP-CCMP][ESS],,3210
Day1-WIFI-IN,QualiPoc_083101,HEATKTE,5c:5b:35:60:26:d2,2462,WiFi (2.4 GHz),149,-73,[WPA2-EAP/SHA1+FT/EAP-CCMP][RSN-EAP/SHA1+FT/EAP-CCMP][ESS],,1794
Day1-ATT-MNO-DEF-IN,QualiPoc_083101,SwimUpstream,d4:20:b0:d6:ee:d8,5520,WiFi (5 GHz),183,-77,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],,5687
Day2-ATT-MNO-4G-OUT,QualiPoc_083101,eBOS,20:a6:cd:2a:04:02,2412,WiFi (2.4 GHz),36,-75,[ESS],,36
Day1-TMO-MNO-DEF-IN,QualiPoc_083101,MercyMedEquip,50:5c:88:02:c9:c3,2437,WiFi (2.4 GHz),142,-69,[WPA2-PSK-CCMP][RSN-PSK-CCMP][WPA-PSK-TKIP][ESS],,10251
Day2-ATT-MNO-4G-IN,QualiPoc_083101,Eagle,d4:20:b0:d6:45:ed,5680,WiFi (5 GHz),172,-78,[WPA2-EAP/SHA1+FT/EAP-CCMP][RSN-EAP/SHA1+FT/EAP-CCMP][ESS],,10341
Day2-VZN-MNO-DEF-OUT,QualiPoc_083101,m3rcytl$vo1p,50:5c:88:03:5a:bd,5220,WiFi (5 GHz),42,-83,[WPA2-EAP/SHA1+?-CCMP][RSN-EAP/SHA1+?-CCMP][ESS],,127
Day2-TMO-MNO-4G-IN,QualiPoc_083101,HEATKTE-NG,d4:20:b0:ea:7a:c6,2462,WiFi (2.4 GHz),159,-84,[WPA2-EAP/SHA1+FT/EAP-CCMP][RSN-EAP/SHA1+FT/EAP-CCMP][ESS],,159
Day2-VZN-MNO-DEF-IN,QualiPoc_083101,m3rcytl$vo1p,50:5c:88:03:03:5d,5180,WiFi (5 GHz),151,-78,[WPA2-EAP/SHA1+?-CCMP][RSN-EAP/SHA1+?-CCMP][ESS],,9684
Day1-WIFI-OUT,QualiPoc_083101,HEATKTE-NG,d4:20:b0:d6:e5:aa,5320,WiFi (5 GHz),26,-84,[WPA2-EAP/SHA1+FT/EAP-CCMP][RSN-EAP/SHA1+FT/EAP-CCMP][ESS],,186
Day2-ATT-MNO-DEF-OUTER,QualiPoc_083101,Rusty the dog 2.4G_EXT,00:e0:20:21:0d:33,2462,WiFi (2.4 GHz),16,-75,[ESS][WPS],,32
Day3_unnamed,QualiPoc_083101,MercyInternal,50:5c:88:02:c9:ce,5280,WiFi (5 GHz),149,-83,[WPA2-EAP/SHA1-CCMP][RSN-EAP/SHA1-CCMP][ESS],,1643
Day3_ATT-MNO-DEF-IN-L1,QualiPoc_083101,SwimUpstream,d4:20:b0:d6:f6:88,5280,WiFi (5 GHz),168,-65,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],,11438
Day3_ATT-NH-IN-L2,QualiPoc_083101,LiveBetter,d4:20:b0:cf:f9:cb,5520,WiFi (5 GHz),168,-65,[WPA2-EAP/SHA1+FT/EAP-CCMP][RSN-EAP/SHA1+FT/EAP-CCMP][ESS],,14631
Day2-TMO-MNO-DEF-OUT,QualiPoc_083101,SwimUpstream,d4:20:b0:ea:7a:a4,5180,WiFi (5 GHz),29,-82,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],,29
Day1-TMO-MNO-DEF-IN,QualiPoc_083101,HEATKTE-NG,d4:20:b0:d6:f5:fc,5765,WiFi (5 GHz),143,-77,[WPA2-EAP/SHA1+FT/EAP-CCMP][RSN-EAP/SHA1+FT/EAP-CCMP][ESS],,31030
Day2-ATT-MNO-DEF-IN,QualiPoc_083101,HEATKTE-NG,d4:20:b0:d6:ee:ac,5700,WiFi (5 GHz),163,-78,[WPA2-EAP/SHA1+FT/EAP-CCMP][RSN-EAP/SHA1+FT/EAP-CCMP][ESS],,2782
Day3_TMO-DEF-L2,QualiPoc_083101,HEATKTE-NG,5c:5b:35:60:0a:f7,5180,WiFi (5 GHz),170,-87,[WPA2-EAP/SHA1+FT/EAP-CCMP][RSN-EAP/SHA1+FT/EAP-CCMP][ESS],,1531
Day2-ATT-MNO-DEF-IN,QualiPoc_083101,Walmartwifi,d4:20:b0:e2:3f:ee,5240,WiFi (5 GHz),145,-78,[ESS],,2900
Day3_TMO-NH-L1,QualiPoc_083101,SwimUpstream,d4:20:b0:e2:4b:58,5680,WiFi (5 GHz),148,-84,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],,4890
Day1-TMO-NH-OUT,QualiPoc_083101,Smartphone_connect_8962f8,84:70:51:89:62:f8,5765,WiFi (5 GHz),11,-86,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],,11
Day2-VZN-MNO-4G-IN,QualiPoc_083101,Eagle,d4:20:b0:e2:4c:4d,5680,WiFi (5 GHz),179,-79,[WPA2-EAP/SHA1+FT/EAP-CCMP][RSN-EAP/SHA1+FT/EAP-CCMP][ESS],,7193
Day2-ATT-MNO-DEF-OUTER,QualiPoc_083101,HEATKTE-NG,5c:5b:35:60:2c:76,2412,WiFi (2.4 GHz),35,-73,[WPA2-EAP/SHA1+FT/EAP-CCMP][RSN-EAP/SHA1+FT/EAP-CCMP][ESS],,35
Day1-ATT-NH-OUT,QualiPoc_083101,PEPWAVE_362D,00:1a:dd:4e:83:a4,2452,WiFi (2.4 GHz),22,-82,[WPA2-PSK-CCMP+TKIP][RSN-PSK-CCMP+TKIP][WPA-PSK-CCMP+TKIP][ESS],,298
Day2-ATT-MNO-DEF-IN,QualiPoc_083101,SwimUpstream,5c:5b:35:60:0c:a7,5500,WiFi (5 GHz),97,-84,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],,293
Day3_ATT-MNO-DEF-IN-L1,QualiPoc_083101,SwimUpstream,d4:20:b0:d6:e5:a6,5320,WiFi (5 GHz),174,-87,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],,1218
Day2-VZN-MNO-DEF-IN,QualiPoc_083101,SaveMoney,5c:5b:35:60:0c:c4,2462,WiFi (2.4 GHz),116,-66,[WPA2-EAP/SHA1+FT/EAP-CCMP][RSN-EAP/SHA1+FT/EAP-CCMP][ESS],,1508
Day2-ATT-MNO-DEF-OUTER,QualiPoc_083101,OnnenWifi,16:01:12:b0:a7:be,5220,WiFi (5 GHz),23,-87,[WPA2-PSK-CCMP][RSN-PSK+SAE-CCMP][ESS][WPS][MFPC],,23
Day1-TMO-MNO-DEF-IN,QualiPoc_083101,SwimUpstream,d4:20:b0:d6:ec:f8,5220,WiFi (5 GHz),147,-77,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],,6193
Day3_ATT-MNO-DEF-IN-L1,QualiPoc_083101,MercyInternal,50:5c:88:03:03:5e,5180,WiFi (5 GHz),182,-87,[WPA2-EAP/SHA1-CCMP][RSN-EAP/SHA1-CCMP][ESS],,3289
Day1-ATT-NH-IN,QualiPoc_083101,SwimUpstream,d4:20:b0:e2:4a:08,5785,WiFi (5 GHz),172,-79,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],,1205
Day3_TMO-NH-L2,QualiPoc_083101,SwimUpstream,d4:20:b0:d6:eb:a8,5200,WiFi (5 GHz),144,-79,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],,2741
Day2-ATT-MNO-DEF-OUTER,QualiPoc_083101,ATT8DyE5se,e0:22:03:4c:4b:c5,2437,WiFi (2.4 GHz),13,-84,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],,13
Day3_TMO-NH-L1,QualiPoc_083101,HEATKTE-NG,5c:5b:35:60:0b:16,2412,WiFi (2.4 GHz),156,-81,[WPA2-EAP/SHA1+FT/EAP-CCMP][RSN-EAP/SHA1+FT/EAP-CCMP][ESS],,312
Day1-TMO-NH-IN,QualiPoc_083101,HEATKTE,5c:5b:35:60:0b:12,2412,WiFi (2.4 GHz),99,-74,[WPA2-EAP/SHA1+FT/EAP-CCMP][RSN-EAP/SHA1+FT/EAP-CCMP][ESS],,1585
Day3_TMO-DEF-L1-V1,QualiPoc_083101,m3rcytl$,50:5c:88:03:cc:80,2412,WiFi (2.4 GHz),144,-78,[WPA2-EAP/SHA1+FT/EAP-CCMP][RSN-EAP/SHA1+FT/EAP-CCMP][WPA-EAP/SHA1-TKIP+CCMP][ESS],,144
Day3_ATT-NH-IN-L1,QualiPoc_083101,LiveBetter,d4:20:b0:e2:46:db,5765,WiFi (5 GHz),171,-83,[WPA2-EAP/SHA1+FT/EAP-CCMP][RSN-EAP/SHA1+FT/EAP-CCMP][ESS],,6853
Day3_TMO-DEF-IN-L2,QualiPoc_083101,LiveBetter,d4:20:b0:d6:e9:9b,5745,WiFi (5 GHz),162,-79,[WPA2-EAP/SHA1+FT/EAP-CCMP][RSN-EAP/SHA1+FT/EAP-CCMP][ESS],,7318
Day2-ATT-MNO-4G-IN,QualiPoc_083101,SwimUpstream,d4:20:b0:d6:e5:a6,5320,WiFi (5 GHz),157,-78,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],,12479
Day1-TMO-NH-IN,QualiPoc_083101,"LG_Speaker_S90QY_3873.l077 ",fa:8f:ca:80:f2:32,2437,WiFi (2.4 GHz),128,-68,[ESS],,9491
Day2-TMO-MNO-4G-IN,QualiPoc_083101,Eagle,d4:20:b0:d6:ee:ad,5700,WiFi (5 GHz),176,-78,[WPA2-EAP/SHA1+FT/EAP-CCMP][RSN-EAP/SHA1+FT/EAP-CCMP][ESS],,4244
Day2-TMO-MNO-DEF-OUTER,QualiPoc_083101,2WIRE828,8c:5a:25:8e:06:40,2442,WiFi (2.4 GHz),5,-79,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS][MFPC],,17
Day1-ATT-MNO-DEF-IN,QualiPoc_083101,LiveBetter,d4:20:b0:e2:48:5b,5240,WiFi (5 GHz),178,-79,[WPA2-EAP/SHA1+FT/EAP-CCMP][RSN-EAP/SHA1+FT/EAP-CCMP][ESS],,11803
Day2-TMO-MNO-DEF-IN,QualiPoc_083101,SwimUpstream,d4:20:b0:d6:f6:58,5500,WiFi (5 GHz),158,-75,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],,16347
Day3_ATT-NH-IN-L2,QualiPoc_083101,MercyInternal,50:5c:88:03:4b:2e,5260,WiFi (5 GHz),168,-78,[WPA2-EAP/SHA1-CCMP][RSN-EAP/SHA1-CCMP][ESS],,14966
Day2-VZN-MNO-4G-IN,QualiPoc_083101,HEATKTE,d4:20:b0:e2:48:86,5240,WiFi (5 GHz),172,-80,[WPA2-EAP/SHA1+FT/EAP-CCMP][RSN-EAP/SHA1+FT/EAP-CCMP][ESS],,8960
Day3_ATT-MNO-DEF-IN-L1,QualiPoc_083101,MercyInternal,50:5c:88:03:5a:b1,2437,WiFi (2.4 GHz),162,-75,[WPA2-EAP/SHA1-CCMP][RSN-EAP/SHA1-CCMP][ESS],,2112
Day2-TMO-MNO-4G-OUT,QualiPoc_083101,BYOD@Mercy,50:5c:88:03:cc:84,2412,WiFi (2.4 GHz),35,-72,[WPA2-EAP/SHA1-CCMP][RSN-EAP/SHA1-CCMP][ESS],,893
Day1-TMO-MNO-DEF-IN,QualiPoc_083101,BYOD@Mercy,50:5c:88:03:0e:c4,2437,WiFi (2.4 GHz),145,-71,[WPA2-EAP/SHA1-CCMP][RSN-EAP/SHA1-CCMP][ESS],,7287
Day3_ATT-NH-IN-L1,QualiPoc_083101,SwimUpstream,d4:20:b0:d6:f6:58,5500,WiFi (5 GHz),169,-57,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],,9139
Day1-ATT-NH-IN,QualiPoc_083101,Eagle,d4:20:b0:e2:49:dd,5240,WiFi (5 GHz),163,-68,[WPA2-EAP/SHA1+FT/EAP-CCMP][RSN-EAP/SHA1+FT/EAP-CCMP][ESS],,3270
Day1-WIFI-IN,QualiPoc_083101,SwimUpstream,d4:20:b0:d6:f6:88,5280,WiFi (5 GHz),172,-73,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],,16221
Day2-TMO-MNO-4G-IN,QualiPoc_083101,m3rcytl$,50:5c:88:03:cc:80,2462,WiFi (2.4 GHz),143,-78,[WPA2-EAP/SHA1+FT/EAP-CCMP][RSN-EAP/SHA1+FT/EAP-CCMP][WPA-EAP/SHA1-TKIP+CCMP][ESS],,286
Day2-VZN-MNO-DEF-IN,QualiPoc_083101,HEATKTE,d4:20:b0:e2:44:f6,5280,WiFi (5 GHz),145,-76,[WPA2-EAP/SHA1+FT/EAP-CCMP][RSN-EAP/SHA1+FT/EAP-CCMP][ESS],,6966
Day3_ATT-MNO-DEF-IN-L2,QualiPoc_083101,BYOD@Mercy,50:5c:88:03:03:54,2462,WiFi (2.4 GHz),162,-55,[WPA2-EAP/SHA1-CCMP][RSN-EAP/SHA1-CCMP][ESS],,6163
Day2-TMO-MNO-4G-IN,QualiPoc_083101,HEATKTE,d4:20:b0:d6:ed:56,5200,WiFi (5 GHz),152,-75,[WPA2-EAP/SHA1+FT/EAP-CCMP][RSN-EAP/SHA1+FT/EAP-CCMP][ESS],,16426
Day2-VZN-MNO-DEF-OUTER,QualiPoc_083101,B&C,b0:6a:41:a0:e2:7d,2437,WiFi (2.4 GHz),17,-78,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],,17
Day1-ATT-MNO-DEF-OUT,QualiPoc_083101,HEATKTE-NG,5c:5b:35:60:2d:d7,5785,WiFi (5 GHz),24,-78,[WPA2-EAP/SHA1+FT/EAP-CCMP][RSN-EAP/SHA1+FT/EAP-CCMP][ESS],,1222
Day2-VZN-MNO-DEF-IN,QualiPoc_083101,LiveBetter,d4:20:b0:d6:eb:ab,5200,WiFi (5 GHz),140,-76,[WPA2-EAP/SHA1+FT/EAP-CCMP][RSN-EAP/SHA1+FT/EAP-CCMP][ESS],,19206
Day1-WIFI-IN,QualiPoc_083101,Walmartwifi,d4:20:b0:d6:ec:3e,5540,WiFi (5 GHz),185,-79,[ESS],,4835
Day1-TMO-NH-OUT,QualiPoc_083101,m3rcytl$vo1p,50:5c:88:03:5a:bd,5220,WiFi (5 GHz),48,-84,[WPA2-EAP/SHA1+?-CCMP][RSN-EAP/SHA1+?-CCMP][ESS],,342
Day2-TMO-MNO-4G-IN,QualiPoc_083101,Walmartwifi,d4:20:b0:e2:4a:27,2462,WiFi (2.4 GHz),184,-69,[ESS],,554
Day3_ATT-NH-IN-L2,QualiPoc_083101,MercyInternal,50:5c:88:03:cc:8e,5805,WiFi (5 GHz),168,-60,[WPA2-EAP/SHA1-CCMP][RSN-EAP/SHA1-CCMP][ESS],,14966
Day3_TMO-NH-L1,QualiPoc_083101,LiveBetter,d4:20:b0:d6:f5:fb,5765,WiFi (5 GHz),144,-73,[WPA2-EAP/SHA1+FT/EAP-CCMP][RSN-EAP/SHA1+FT/EAP-CCMP][ESS],,14402
