Time,Collection,Latitude,Longitude,Unit,Data Technology,Host,Protocol,Round Trip Time,Sequence Number,Packet Size,Round Trip Time float,Test Type,Test Status
2025-02-24 18:58:55.297,Day1-TMO-MNO-DEF-IN,36.19632700,-94.18395600,QualiPoc_083101,5G NR,8.8.8.8,ICMP,66,7,32,66.5,Ping,Completed
2025-02-24 18:58:56.287,Day1-TMO-MNO-DEF-IN,36.19632300,-94.18396200,QualiPoc_083101,5G NR,8.8.8.8,ICMP,54,8,32,54.4,Ping,Completed
2025-02-24 18:58:57.307,Day1-TMO-MNO-DEF-IN,36.19631900,-94.18396300,QualiPoc_083101,5G NR,8.8.8.8,ICMP,73,9,32,73,Ping,Completed
2025-02-24 18:58:58.301,Day1-TMO-MNO-DEF-IN,36.19631300,-94.18396900,QualiPoc_083101,5G NR,8.8.8.8,ICMP,65,10,32,64.7,Ping,Completed
2025-02-24 18:59:20.621,Day1-TMO-MNO-DEF-IN,36.19630500,-94.18421700,QualiPoc_083101,5G NR,8.8.8.8,ICMP,69,1,32,69.2,Ping,Completed
2025-02-24 18:59:21.640,Day1-TMO-MNO-DEF-IN,36.19630500,-94.18422800,QualiPoc_083101,5G NR,8.8.8.8,ICMP,87,2,32,87.2,Ping,Completed
2025-02-24 18:59:22.716,Day1-TMO-MNO-DEF-IN,36.19631000,-94.18424500,QualiPoc_083101,5G NR,8.8.8.8,ICMP,161,3,32,161,Ping,Completed
2025-02-24 18:59:23.666,Day1-TMO-MNO-DEF-IN,36.19631400,-94.18425700,QualiPoc_083101,5G NR,8.8.8.8,ICMP,110,4,32,110,Ping,Completed
2025-02-24 18:59:24.871,Day1-TMO-MNO-DEF-IN,36.19631700,-94.18427100,QualiPoc_083101,5G NR,8.8.8.8,ICMP,312,5,32,312,Ping,Completed
2025-02-24 18:59:25.741,Day1-TMO-MNO-DEF-IN,36.19632000,-94.18428800,QualiPoc_083101,5G NR,8.8.8.8,ICMP,181,6,32,181,Ping,Completed
2025-02-24 18:59:26.729,Day1-TMO-MNO-DEF-IN,36.19632300,-94.18429600,QualiPoc_083101,5G NR,8.8.8.8,ICMP,167,7,32,167,Ping,Completed
2025-02-24 18:59:27.630,Day1-TMO-MNO-DEF-IN,36.19633100,-94.18431300,QualiPoc_083101,5G NR,8.8.8.8,ICMP,68,8,32,67.6,Ping,Completed
2025-02-24 18:59:28.625,Day1-TMO-MNO-DEF-IN,36.19634300,-94.18432600,QualiPoc_083101,5G NR,8.8.8.8,ICMP,59,9,32,58.8,Ping,Completed
2025-02-24 18:59:29.629,Day1-TMO-MNO-DEF-IN,36.19634900,-94.18433300,QualiPoc_083101,5G NR,8.8.8.8,ICMP,58,10,32,57.5,Ping,Completed
2025-02-24 18:59:42.529,Day1-TMO-MNO-DEF-IN,36.19637900,-94.18440500,QualiPoc_083101,5G NR,8.8.8.8,ICMP,80,1,32,80.5,Ping,Completed
2025-02-24 18:59:43.530,Day1-TMO-MNO-DEF-IN,36.19637500,-94.18440800,QualiPoc_083101,5G NR,8.8.8.8,ICMP,81,2,32,81.1,Ping,Completed
2025-02-24 18:59:44.528,Day1-TMO-MNO-DEF-IN,36.19637100,-94.18441400,QualiPoc_083101,5G NR,8.8.8.8,ICMP,78,3,32,77.5,Ping,Completed
2025-02-24 18:59:45.528,Day1-TMO-MNO-DEF-IN,36.19636500,-94.18441400,QualiPoc_083101,5G NR,8.8.8.8,ICMP,76,4,32,75.5,Ping,Completed
2025-02-24 18:59:46.530,Day1-TMO-MNO-DEF-IN,36.19635700,-94.18442000,QualiPoc_083101,5G NR,8.8.8.8,ICMP,77,5,32,77.2,Ping,Completed
2025-02-24 18:59:47.524,Day1-TMO-MNO-DEF-IN,36.19635000,-94.18442900,QualiPoc_083101,5G NR,8.8.8.8,ICMP,70,6,32,69.6,Ping,Completed
2025-02-24 18:59:48.521,Day1-TMO-MNO-DEF-IN,36.19634400,-94.18443300,QualiPoc_083101,5G NR,8.8.8.8,ICMP,65,7,32,64.6,Ping,Completed
2025-02-24 18:59:49.526,Day1-TMO-MNO-DEF-IN,36.19633700,-94.18443200,QualiPoc_083101,5G NR,8.8.8.8,ICMP,69,8,32,69.2,Ping,Completed
2025-02-24 18:59:50.521,Day1-TMO-MNO-DEF-IN,36.19633300,-94.18442900,QualiPoc_083101,5G NR,8.8.8.8,ICMP,63,9,32,62.6,Ping,Completed
2025-02-24 18:59:51.537,Day1-TMO-MNO-DEF-IN,36.19632800,-94.18442500,QualiPoc_083101,5G NR,8.8.8.8,ICMP,78,10,32,78,Ping,Completed
2025-02-24 19:00:13.629,Day1-TMO-MNO-DEF-IN,36.19626300,-94.18432700,QualiPoc_083101,5G NR,8.8.8.8,ICMP,74,1,32,73.5,Ping,Completed
2025-02-24 19:00:14.637,Day1-TMO-MNO-DEF-IN,36.19626600,-94.18431200,QualiPoc_083101,5G NR,8.8.8.8,ICMP,79,2,32,79.4,Ping,Completed
2025-02-24 19:00:15.669,Day1-TMO-MNO-DEF-IN,36.19626600,-94.18429800,QualiPoc_083101,5G NR,8.8.8.8,ICMP,111,3,32,111,Ping,Completed
2025-02-24 19:00:16.735,Day1-TMO-MNO-DEF-IN,36.19626400,-94.18428600,QualiPoc_083101,5G NR,8.8.8.8,ICMP,175,4,32,175,Ping,Completed
2025-02-24 19:00:17.827,Day1-TMO-MNO-DEF-IN,36.19626400,-94.18427300,QualiPoc_083101,5G NR,8.8.8.8,ICMP,265,5,32,265,Ping,Completed
2025-02-24 19:00:18.627,Day1-TMO-MNO-DEF-IN,36.19625800,-94.18425900,QualiPoc_083101,5G NR,8.8.8.8,ICMP,66,6,32,65.6,Ping,Completed
2025-02-24 19:00:19.639,Day1-TMO-MNO-DEF-IN,36.19625500,-94.18424500,QualiPoc_083101,5G NR,8.8.8.8,ICMP,75,7,32,75.4,Ping,Completed
2025-02-24 19:00:20.634,Day1-TMO-MNO-DEF-IN,36.19625000,-94.18422900,QualiPoc_083101,5G NR,8.8.8.8,ICMP,68,8,32,68.4,Ping,Completed
2025-02-24 19:00:21.627,Day1-TMO-MNO-DEF-IN,36.19624500,-94.18421100,QualiPoc_083101,5G NR,8.8.8.8,ICMP,61,9,32,60.7,Ping,Completed
2025-02-24 19:00:22.636,Day1-TMO-MNO-DEF-IN,36.19623800,-94.18419400,QualiPoc_083101,5G NR,8.8.8.8,ICMP,68,10,32,68.4,Ping,Completed
2025-02-24 19:00:54.390,Day1-TMO-MNO-DEF-IN,36.19623100,-94.18385100,QualiPoc_083101,5G NR,8.8.8.8,ICMP,66,1,32,66.3,Ping,Completed
2025-02-24 19:00:55.405,Day1-TMO-MNO-DEF-IN,36.19622300,-94.18383800,QualiPoc_083101,5G NR,8.8.8.8,ICMP,80,2,32,80.4,Ping,Completed
2025-02-24 19:00:56.392,Day1-TMO-MNO-DEF-IN,36.19622000,-94.18382400,QualiPoc_083101,5G NR,8.8.8.8,ICMP,68,3,32,67.7,Ping,Completed
2025-02-24 19:00:57.399,Day1-TMO-MNO-DEF-IN,36.19621800,-94.18380800,QualiPoc_083101,5G NR,8.8.8.8,ICMP,73,4,32,73.3,Ping,Completed
2025-02-24 19:00:58.524,Day1-TMO-MNO-DEF-IN,36.19621200,-94.18379600,QualiPoc_083101,5G NR,8.8.8.8,ICMP,198,5,32,198,Ping,Completed
2025-02-24 19:00:59.391,Day1-TMO-MNO-DEF-IN,36.19620700,-94.18378700,QualiPoc_083101,5G NR,8.8.8.8,ICMP,65,6,32,64.7,Ping,Completed
2025-02-24 19:01:00.402,Day1-TMO-MNO-DEF-IN,36.19620000,-94.18377300,QualiPoc_083101,5G NR,8.8.8.8,ICMP,75,7,32,74.6,Ping,Completed
2025-02-24 19:01:01.419,Day1-TMO-MNO-DEF-IN,36.19619300,-94.18375100,QualiPoc_083101,5G NR,8.8.8.8,ICMP,89,8,32,89.2,Ping,Completed
2025-02-24 19:01:02.399,Day1-TMO-MNO-DEF-IN,36.19618900,-94.18372900,QualiPoc_083101,5G NR,8.8.8.8,ICMP,68,9,32,68.1,Ping,Completed
2025-02-24 19:01:03.394,Day1-TMO-MNO-DEF-IN,36.19618500,-94.18371700,QualiPoc_083101,5G NR,8.8.8.8,ICMP,61,10,32,61.1,Ping,Completed
2025-02-24 19:09:55.433,Day1-TMO-NH-OUT,36.19535300,-94.18454000,QualiPoc_083101,LTE,8.8.8.8,ICMP,155,1,32,155,Ping,Completed
2025-02-24 19:09:56.448,Day1-TMO-NH-OUT,36.19536000,-94.18454100,QualiPoc_083101,LTE,8.8.8.8,ICMP,168,2,32,168,Ping,Completed
2025-02-24 19:09:57.429,Day1-TMO-NH-OUT,36.19537700,-94.18454200,QualiPoc_083101,LTE,8.8.8.8,ICMP,149,3,32,149,Ping,Completed
2025-02-24 19:09:58.439,Day1-TMO-NH-OUT,36.19539600,-94.18454300,QualiPoc_083101,LTE,8.8.8.8,ICMP,156,4,32,156,Ping,Completed
2025-02-24 19:09:59.842,Day1-TMO-NH-OUT,36.19541100,-94.18454100,QualiPoc_083101,LTE,8.8.8.8,ICMP,544,5,32,544,Ping,Completed
2025-02-24 19:10:00.448,Day1-TMO-NH-OUT,36.19542300,-94.18454000,QualiPoc_083101,LTE,8.8.8.8,ICMP,163,6,32,163,Ping,Completed
2025-02-24 19:10:01.443,Day1-TMO-NH-OUT,36.19543100,-94.18454100,QualiPoc_083101,LTE,8.8.8.8,ICMP,158,7,32,158,Ping,Completed
2025-02-24 19:10:02.438,Day1-TMO-NH-OUT,36.19543700,-94.18454000,QualiPoc_083101,LTE,8.8.8.8,ICMP,151,8,32,151,Ping,Completed
2025-02-24 19:10:03.475,Day1-TMO-NH-OUT,36.19544300,-94.18453900,QualiPoc_083101,LTE,8.8.8.8,ICMP,186,9,32,186,Ping,Completed
2025-02-24 19:10:04.450,Day1-TMO-NH-OUT,36.19545000,-94.18453900,QualiPoc_083101,LTE,8.8.8.8,ICMP,160,10,32,160,Ping,Completed
2025-02-24 19:10:47.442,Day1-TMO-NH-OUT,36.19553300,-94.18399200,QualiPoc_083101,LTE CA,8.8.8.8,ICMP,,0,32,,Ping,Failed
2025-02-24 19:11:10.527,Day1-TMO-NH-OUT,36.19554800,-94.18368700,QualiPoc_083101,LTE,8.8.8.8,ICMP,1060,10,32,1060,Ping,Failed
2025-02-24 19:11:11.472,Day1-TMO-NH-OUT,36.19554800,-94.18367200,QualiPoc_083101,LTE,8.8.8.8,ICMP,,1,32,,Ping,Failed
2025-02-24 19:11:11.472,Day1-TMO-NH-OUT,36.19554800,-94.18367200,QualiPoc_083101,LTE,8.8.8.8,ICMP,,2,32,,Ping,Failed
2025-02-24 19:11:11.472,Day1-TMO-NH-OUT,36.19554800,-94.18367200,QualiPoc_083101,LTE,8.8.8.8,ICMP,,3,32,,Ping,Failed
2025-02-24 19:11:11.472,Day1-TMO-NH-OUT,36.19554800,-94.18367200,QualiPoc_083101,LTE,8.8.8.8,ICMP,,4,32,,Ping,Failed
2025-02-24 19:11:11.472,Day1-TMO-NH-OUT,36.19554800,-94.18367200,QualiPoc_083101,LTE,8.8.8.8,ICMP,,5,32,,Ping,Failed
2025-02-24 19:11:11.472,Day1-TMO-NH-OUT,36.19554800,-94.18367200,QualiPoc_083101,LTE,8.8.8.8,ICMP,,6,32,,Ping,Failed
2025-02-24 19:11:11.472,Day1-TMO-NH-OUT,36.19554800,-94.18367200,QualiPoc_083101,LTE,8.8.8.8,ICMP,,7,32,,Ping,Failed
2025-02-24 19:11:11.472,Day1-TMO-NH-OUT,36.19554800,-94.18367200,QualiPoc_083101,LTE,8.8.8.8,ICMP,,8,32,,Ping,Failed
2025-02-24 19:11:11.472,Day1-TMO-NH-OUT,36.19554800,-94.18367200,QualiPoc_083101,LTE,8.8.8.8,ICMP,,9,32,,Ping,Failed
2025-02-24 19:11:25.138,Day1-TMO-NH-OUT,36.19554700,-94.18343300,QualiPoc_083101,LTE,8.8.8.8,ICMP,141,1,32,141,Ping,Completed
2025-02-24 19:11:26.139,Day1-TMO-NH-OUT,36.19554500,-94.18341500,QualiPoc_083101,LTE,8.8.8.8,ICMP,140,2,32,140,Ping,Completed
2025-02-24 19:11:27.139,Day1-TMO-NH-OUT,36.19554400,-94.18339800,QualiPoc_083101,LTE,8.8.8.8,ICMP,140,3,32,140,Ping,Completed
2025-02-24 19:11:28.148,Day1-TMO-NH-OUT,36.19554300,-94.18338000,QualiPoc_083101,LTE,8.8.8.8,ICMP,150,4,32,150,Ping,Completed
2025-02-24 19:11:29.138,Day1-TMO-NH-OUT,36.19554200,-94.18336200,QualiPoc_083101,LTE,8.8.8.8,ICMP,141,5,32,141,Ping,Completed
2025-02-24 19:11:30.153,Day1-TMO-NH-OUT,36.19554200,-94.18334500,QualiPoc_083101,LTE,8.8.8.8,ICMP,156,6,32,156,Ping,Completed
2025-02-24 19:11:31.140,Day1-TMO-NH-OUT,36.19554000,-94.18332900,QualiPoc_083101,LTE,8.8.8.8,ICMP,141,7,32,141,Ping,Completed
2025-02-24 19:11:32.148,Day1-TMO-NH-OUT,36.19554000,-94.18331300,QualiPoc_083101,LTE,8.8.8.8,ICMP,151,8,32,151,Ping,Completed
2025-02-24 19:11:33.158,Day1-TMO-NH-OUT,36.19554100,-94.18329800,QualiPoc_083101,LTE,8.8.8.8,ICMP,160,9,32,160,Ping,Completed
2025-02-24 19:11:34.159,Day1-TMO-NH-OUT,36.19554100,-94.18328100,QualiPoc_083101,LTE,8.8.8.8,ICMP,160,10,32,160,Ping,Completed
2025-02-24 19:11:58.258,Day1-TMO-NH-OUT,36.19551100,-94.18297700,QualiPoc_083101,LTE,8.8.8.8,ICMP,,0,32,,Ping,Failed
2025-02-24 19:12:22.007,Day1-TMO-NH-OUT,36.19567700,-94.18286800,QualiPoc_083101,LTE,8.8.8.8,ICMP,,0,32,,Ping,Failed
2025-02-24 19:12:45.906,Day1-TMO-NH-OUT,36.19557700,-94.18290800,QualiPoc_083101,LTE,8.8.8.8,ICMP,,0,32,,Ping,Failed
2025-02-24 19:13:09.816,Day1-TMO-NH-OUT,36.19556600,-94.18325400,QualiPoc_083101,LTE,8.8.8.8,ICMP,,0,32,,Ping,Failed
2025-02-24 19:13:24.045,Day1-TMO-NH-OUT,36.19556500,-94.18345200,QualiPoc_083101,LTE,8.8.8.8,ICMP,1597,1,32,1597,Ping,Completed
2025-02-24 19:13:24.047,Day1-TMO-NH-OUT,36.19556500,-94.18345200,QualiPoc_083101,LTE,8.8.8.8,ICMP,590,2,32,590,Ping,Completed
2025-02-24 19:13:24.587,Day1-TMO-NH-OUT,36.19556500,-94.18346200,QualiPoc_083101,LTE,8.8.8.8,ICMP,136,3,32,136,Ping,Completed
2025-02-24 19:13:25.613,Day1-TMO-NH-OUT,36.19556500,-94.18347000,QualiPoc_083101,LTE,8.8.8.8,ICMP,161,4,32,161,Ping,Completed
2025-02-24 19:13:26.612,Day1-TMO-NH-OUT,36.19556500,-94.18347900,QualiPoc_083101,LTE,8.8.8.8,ICMP,158,5,32,158,Ping,Completed
2025-02-24 19:13:27.622,Day1-TMO-NH-OUT,36.19556500,-94.18349000,QualiPoc_083101,LTE,8.8.8.8,ICMP,167,6,32,167,Ping,Completed
2025-02-24 19:13:28.618,Day1-TMO-NH-OUT,36.19556600,-94.18350400,QualiPoc_083101,LTE,8.8.8.8,ICMP,162,7,32,162,Ping,Completed
2025-02-24 19:13:29.616,Day1-TMO-NH-OUT,36.19556700,-94.18352000,QualiPoc_083101,LTE,8.8.8.8,ICMP,156,8,32,156,Ping,Completed
2025-02-24 19:13:30.609,Day1-TMO-NH-OUT,36.19556900,-94.18353500,QualiPoc_083101,LTE,8.8.8.8,ICMP,151,9,32,151,Ping,Completed
2025-02-24 19:13:31.611,Day1-TMO-NH-OUT,36.19557000,-94.18355000,QualiPoc_083101,LTE,8.8.8.8,ICMP,152,10,32,152,Ping,Completed
2025-02-24 19:13:54.213,Day1-TMO-NH-OUT,36.19557400,-94.18374800,QualiPoc_083101,LTE,8.8.8.8,ICMP,135,1,32,135,Ping,Failed
2025-02-24 19:13:56.294,Day1-TMO-NH-OUT,36.19557400,-94.18379000,QualiPoc_083101,LTE,8.8.8.8,ICMP,203,3,32,203,Ping,Failed
2025-02-24 19:14:04.233,Day1-TMO-NH-OUT,36.19557500,-94.18391400,QualiPoc_083101,LTE,8.8.8.8,ICMP,,2,32,,Ping,Failed
2025-02-24 19:14:04.233,Day1-TMO-NH-OUT,36.19557500,-94.18391400,QualiPoc_083101,LTE,8.8.8.8,ICMP,,4,32,,Ping,Failed
2025-02-24 19:14:04.233,Day1-TMO-NH-OUT,36.19557500,-94.18391400,QualiPoc_083101,LTE,8.8.8.8,ICMP,,5,32,,Ping,Failed
2025-02-24 19:14:04.233,Day1-TMO-NH-OUT,36.19557500,-94.18391400,QualiPoc_083101,LTE,8.8.8.8,ICMP,,6,32,,Ping,Failed
2025-02-24 19:14:04.233,Day1-TMO-NH-OUT,36.19557500,-94.18391400,QualiPoc_083101,LTE,8.8.8.8,ICMP,,7,32,,Ping,Failed
2025-02-24 19:14:04.233,Day1-TMO-NH-OUT,36.19557500,-94.18391400,QualiPoc_083101,LTE,8.8.8.8,ICMP,,8,32,,Ping,Failed
2025-02-24 19:14:04.233,Day1-TMO-NH-OUT,36.19557500,-94.18391400,QualiPoc_083101,LTE,8.8.8.8,ICMP,,9,32,,Ping,Failed
2025-02-24 19:14:04.233,Day1-TMO-NH-OUT,36.19557500,-94.18391400,QualiPoc_083101,LTE,8.8.8.8,ICMP,,10,32,,Ping,Failed
2025-02-24 19:14:28.309,Day1-TMO-NH-OUT,36.19557900,-94.18433400,QualiPoc_083101,LTE,8.8.8.8,ICMP,,0,32,,Ping,Failed
2025-02-24 19:14:53.359,Day1-TMO-NH-OUT,36.19558000,-94.18472700,QualiPoc_083101,LTE CA,8.8.8.8,ICMP,180,3,32,180,Ping,Failed
2025-02-24 19:14:55.338,Day1-TMO-NH-OUT,36.19558000,-94.18476000,QualiPoc_083101,LTE CA,8.8.8.8,ICMP,143,5,32,143,Ping,Failed
2025-02-24 19:15:01.292,Day1-TMO-NH-OUT,36.19557900,-94.18485600,QualiPoc_083101,LTE,8.8.8.8,ICMP,,1,32,,Ping,Failed
2025-02-24 19:15:01.292,Day1-TMO-NH-OUT,36.19557900,-94.18485600,QualiPoc_083101,LTE,8.8.8.8,ICMP,,2,32,,Ping,Failed
2025-02-24 19:15:01.292,Day1-TMO-NH-OUT,36.19557900,-94.18485600,QualiPoc_083101,LTE,8.8.8.8,ICMP,,4,32,,Ping,Failed
2025-02-24 19:15:01.292,Day1-TMO-NH-OUT,36.19557900,-94.18485600,QualiPoc_083101,LTE,8.8.8.8,ICMP,,6,32,,Ping,Failed
2025-02-24 19:15:01.292,Day1-TMO-NH-OUT,36.19557900,-94.18485600,QualiPoc_083101,LTE,8.8.8.8,ICMP,,7,32,,Ping,Failed
2025-02-24 19:15:01.292,Day1-TMO-NH-OUT,36.19557900,-94.18485600,QualiPoc_083101,LTE,8.8.8.8,ICMP,,8,32,,Ping,Failed
2025-02-24 19:15:01.292,Day1-TMO-NH-OUT,36.19557900,-94.18485600,QualiPoc_083101,LTE,8.8.8.8,ICMP,,9,32,,Ping,Failed
2025-02-24 19:15:01.292,Day1-TMO-NH-OUT,36.19557900,-94.18485600,QualiPoc_083101,LTE,8.8.8.8,ICMP,,10,32,,Ping,Failed
2025-02-24 19:15:25.235,Day1-TMO-NH-OUT,36.19549900,-94.18509800,QualiPoc_083101,LTE,8.8.8.8,ICMP,,0,32,,Ping,Failed
2025-02-24 19:15:49.210,Day1-TMO-NH-OUT,36.19514900,-94.18511900,QualiPoc_083101,LTE,8.8.8.8,ICMP,,0,32,,Ping,Failed
2025-02-24 19:16:13.809,Day1-TMO-NH-OUT,36.19481200,-94.18511600,QualiPoc_083101,LTE,8.8.8.8,ICMP,,0,32,,Ping,Failed
2025-02-24 19:16:38.935,Day1-TMO-NH-OUT,36.19452200,-94.18512800,QualiPoc_083101,LTE,8.8.8.8,ICMP,,0,32,,Ping,Failed
2025-02-24 19:17:03.986,Day1-TMO-NH-OUT,36.19444500,-94.18458100,QualiPoc_083101,LTE,8.8.8.8,ICMP,,0,32,,Ping,Failed
2025-02-24 19:17:28.978,Day1-TMO-NH-OUT,36.19458900,-94.18417700,QualiPoc_083101,LTE,8.8.8.8,ICMP,,0,32,,Ping,Failed
2025-02-24 19:17:53.074,Day1-TMO-NH-OUT,36.19505900,-94.18416900,QualiPoc_083101,LTE,8.8.8.8,ICMP,,0,32,,Ping,Failed
2025-02-24 19:18:17.060,Day1-TMO-NH-OUT,36.19548700,-94.18416200,QualiPoc_083101,LTE,8.8.8.8,ICMP,,0,32,,Ping,Failed
2025-02-24 19:18:41.716,Day1-TMO-NH-OUT,36.19553600,-94.18373400,QualiPoc_083101,LTE,8.8.8.8,ICMP,,0,32,,Ping,Failed
2025-02-24 19:19:06.066,Day1-TMO-NH-OUT,36.19549000,-94.18337100,QualiPoc_083101,LTE,8.8.8.8,ICMP,,0,32,,Ping,Failed
2025-02-24 19:19:31.163,Day1-TMO-NH-OUT,36.19510000,-94.18340000,QualiPoc_083101,LTE,8.8.8.8,ICMP,,0,32,,Ping,Failed
2025-02-24 19:19:56.049,Day1-TMO-NH-OUT,36.19481700,-94.18317600,QualiPoc_083101,LTE,8.8.8.8,ICMP,,0,32,,Ping,Failed
2025-02-24 19:20:20.319,Day1-TMO-NH-OUT,36.19463200,-94.18314500,QualiPoc_083101,LTE,8.8.8.8,ICMP,,0,32,,Ping,Failed
2025-02-24 19:20:45.335,Day1-TMO-NH-OUT,36.19464600,-94.18370500,QualiPoc_083101,LTE,8.8.8.8,ICMP,,0,32,,Ping,Failed
2025-02-24 19:21:10.358,Day1-TMO-NH-OUT,36.19447300,-94.18402400,QualiPoc_083101,LTE,8.8.8.8,ICMP,,0,32,,Ping,Failed
2025-02-24 19:21:34.932,Day1-TMO-NH-OUT,36.19473200,-94.18431500,QualiPoc_083101,LTE,8.8.8.8,ICMP,,0,32,,Ping,Failed
2025-02-24 19:22:00.021,Day1-TMO-NH-OUT,36.19512500,-94.18433400,QualiPoc_083101,LTE,8.8.8.8,ICMP,,0,32,,Ping,Failed
2025-02-24 21:04:51.065,Day1-TMO-MNO-DEF-OUT,36.19517300,-94.18486800,QualiPoc_083101,5G NR,8.8.8.8,ICMP,70,1,32,69.9,Ping,Completed
2025-02-24 21:04:52.064,Day1-TMO-MNO-DEF-OUT,36.19517500,-94.18487900,QualiPoc_083101,5G NR,8.8.8.8,ICMP,68,2,32,67.7,Ping,Completed
2025-02-24 21:04:53.067,Day1-TMO-MNO-DEF-OUT,36.19518200,-94.18488800,QualiPoc_083101,5G NR,8.8.8.8,ICMP,71,3,32,71,Ping,Completed
2025-02-24 21:04:54.072,Day1-TMO-MNO-DEF-OUT,36.19518800,-94.18489400,QualiPoc_083101,5G NR,8.8.8.8,ICMP,75,4,32,75.2,Ping,Completed
2025-02-24 21:04:55.062,Day1-TMO-MNO-DEF-OUT,36.19520000,-94.18489700,QualiPoc_083101,5G NR,8.8.8.8,ICMP,65,5,32,64.6,Ping,Completed
2025-02-24 21:04:56.052,Day1-TMO-MNO-DEF-OUT,36.19520800,-94.18489600,QualiPoc_083101,5G NR,8.8.8.8,ICMP,56,6,32,56.2,Ping,Completed
2025-02-24 21:04:57.063,Day1-TMO-MNO-DEF-OUT,36.19521700,-94.18489900,QualiPoc_083101,5G NR,8.8.8.8,ICMP,67,7,32,67.2,Ping,Completed
2025-02-24 21:04:58.061,Day1-TMO-MNO-DEF-OUT,36.19522700,-94.18489900,QualiPoc_083101,5G NR,8.8.8.8,ICMP,63,8,32,63.3,Ping,Completed
2025-02-24 21:04:59.052,Day1-TMO-MNO-DEF-OUT,36.19523900,-94.18489900,QualiPoc_083101,5G NR,8.8.8.8,ICMP,55,9,32,55.2,Ping,Completed
2025-02-24 21:05:00.055,Day1-TMO-MNO-DEF-OUT,36.19525400,-94.18489500,QualiPoc_083101,5G NR,8.8.8.8,ICMP,57,10,32,57.4,Ping,Completed
2025-02-24 21:05:31.582,Day1-TMO-MNO-DEF-OUT,36.19555400,-94.18477300,QualiPoc_083101,5G NR,8.8.8.8,ICMP,86,1,32,85.9,Ping,Completed
2025-02-24 21:05:32.582,Day1-TMO-MNO-DEF-OUT,36.19555200,-94.18475900,QualiPoc_083101,5G NR,8.8.8.8,ICMP,85,2,32,85.4,Ping,Completed
2025-02-24 21:05:33.573,Day1-TMO-MNO-DEF-OUT,36.19555100,-94.18474300,QualiPoc_083101,5G NR,8.8.8.8,ICMP,74,3,32,74.5,Ping,Completed
2025-02-24 21:05:34.573,Day1-TMO-MNO-DEF-OUT,36.19555000,-94.18472700,QualiPoc_083101,5G NR,8.8.8.8,ICMP,73,4,32,73.1,Ping,Completed
2025-02-24 21:05:35.580,Day1-TMO-MNO-DEF-OUT,36.19554900,-94.18471000,QualiPoc_083101,5G NR,8.8.8.8,ICMP,76,5,32,75.8,Ping,Completed
2025-02-24 21:05:36.576,Day1-TMO-MNO-DEF-OUT,36.19554700,-94.18469300,QualiPoc_083101,5G NR,8.8.8.8,ICMP,73,6,32,73.3,Ping,Completed
2025-02-24 21:05:37.582,Day1-TMO-MNO-DEF-OUT,36.19554600,-94.18467600,QualiPoc_083101,5G NR,8.8.8.8,ICMP,77,7,32,77.4,Ping,Completed
2025-02-24 21:05:38.579,Day1-TMO-MNO-DEF-OUT,36.19554500,-94.18466000,QualiPoc_083101,5G NR,8.8.8.8,ICMP,72,8,32,72.5,Ping,Completed
2025-02-24 21:05:39.581,Day1-TMO-MNO-DEF-OUT,36.19554300,-94.18464400,QualiPoc_083101,5G NR,8.8.8.8,ICMP,73,9,32,73.4,Ping,Completed
2025-02-24 21:05:40.547,Day1-TMO-MNO-DEF-OUT,36.19554100,-94.18462900,QualiPoc_083101,5G NR,8.8.8.8,ICMP,38,10,32,37.6,Ping,Completed
2025-02-24 21:06:11.938,Day1-TMO-MNO-DEF-OUT,36.19552000,-94.18423500,QualiPoc_083101,5G NR,8.8.8.8,ICMP,52,1,32,52,Ping,Completed
2025-02-24 21:06:12.972,Day1-TMO-MNO-DEF-OUT,36.19551800,-94.18422200,QualiPoc_083101,5G NR,8.8.8.8,ICMP,85,2,32,84.8,Ping,Completed
2025-02-24 21:06:13.974,Day1-TMO-MNO-DEF-OUT,36.19551700,-94.18421000,QualiPoc_083101,5G NR,8.8.8.8,ICMP,85,3,32,85.1,Ping,Completed
2025-02-24 21:06:14.977,Day1-TMO-MNO-DEF-OUT,36.19551700,-94.18419800,QualiPoc_083101,5G NR,8.8.8.8,ICMP,88,4,32,88.2,Ping,Completed
2025-02-24 21:06:15.940,Day1-TMO-MNO-DEF-OUT,36.19551600,-94.18418600,QualiPoc_083101,5G NR,8.8.8.8,ICMP,50,5,32,49.6,Ping,Completed
2025-02-24 21:06:16.974,Day1-TMO-MNO-DEF-OUT,36.19551600,-94.18417400,QualiPoc_083101,5G NR,8.8.8.8,ICMP,81,6,32,81.3,Ping,Completed
2025-02-24 21:06:17.978,Day1-TMO-MNO-DEF-OUT,36.19551600,-94.18416200,QualiPoc_083101,5G NR,8.8.8.8,ICMP,84,7,32,83.5,Ping,Completed
2025-02-24 21:06:18.975,Day1-TMO-MNO-DEF-OUT,36.19551600,-94.18415000,QualiPoc_083101,5G NR,8.8.8.8,ICMP,80,8,32,79.7,Ping,Completed
2025-02-24 21:06:19.983,Day1-TMO-MNO-DEF-OUT,36.19551600,-94.18413800,QualiPoc_083101,5G NR,8.8.8.8,ICMP,87,9,32,87.1,Ping,Completed
