Time,Collection,Latitude,Longitude,Unit,Data Technology,Host,Protocol,Round Trip Time,Sequence Number,Packet Size,Round Trip Time float,Test Type,Test Status
2025-02-24 18:01:14.465,Day1-TMO-MNO-DEF-IN,36.19551400,-94.18445800,QualiPoc_083101,5G NR CA,8.8.8.8,ICMP,7564,1,32,7564,Ping,Completed
2025-02-24 18:01:14.466,Day1-TMO-MNO-DEF-IN,36.19551400,-94.18445800,QualiPoc_083101,5G NR CA,8.8.8.8,ICMP,6559,2,32,6559,Ping,Completed
2025-02-24 18:01:14.467,Day1-TMO-MNO-DEF-IN,36.19551400,-94.18445800,QualiPoc_083101,5G NR CA,8.8.8.8,ICMP,5536,3,32,5536,Ping,Completed
2025-02-24 18:01:14.467,Day1-TMO-MNO-DEF-IN,36.19551400,-94.18445800,QualiPoc_083101,5G NR CA,8.8.8.8,ICMP,4512,4,32,4512,Ping,Completed
2025-02-24 18:01:14.468,Day1-TMO-MNO-DEF-IN,36.19551400,-94.18445800,QualiPoc_083101,5G NR CA,8.8.8.8,ICMP,3488,5,32,3488,Ping,Completed
2025-02-24 18:01:14.469,Day1-TMO-MNO-DEF-IN,36.19551400,-94.18445800,QualiPoc_083101,5G NR CA,8.8.8.8,ICMP,2464,6,32,2464,Ping,Completed
2025-02-24 18:01:14.469,Day1-TMO-MNO-DEF-IN,36.19551400,-94.18445800,QualiPoc_083101,5G NR CA,8.8.8.8,ICMP,1440,7,32,1440,Ping,Completed
2025-02-24 18:01:14.469,Day1-TMO-MNO-DEF-IN,36.19551400,-94.18445800,QualiPoc_083101,5G NR CA,8.8.8.8,ICMP,413,8,32,413,Ping,Completed
2025-02-24 18:01:15.107,Day1-TMO-MNO-DEF-IN,36.19551400,-94.18445800,QualiPoc_083101,5G NR CA,8.8.8.8,ICMP,58,9,32,58.5,Ping,Completed
2025-02-24 18:01:16.106,Day1-TMO-MNO-DEF-IN,36.19551400,-94.18445800,QualiPoc_083101,5G NR,8.8.8.8,ICMP,55,10,32,55.2,Ping,Completed
2025-02-24 18:01:47.393,Day1-TMO-MNO-DEF-IN,36.19578500,-94.18459600,QualiPoc_083101,5G NR,8.8.8.8,ICMP,79,1,32,79.2,Ping,Completed
2025-02-24 18:01:48.370,Day1-TMO-MNO-DEF-IN,36.19579500,-94.18459100,QualiPoc_083101,5G NR,8.8.8.8,ICMP,55,2,32,55,Ping,Completed
2025-02-24 18:01:49.391,Day1-TMO-MNO-DEF-IN,36.19580600,-94.18458900,QualiPoc_083101,5G NR,8.8.8.8,ICMP,75,3,32,74.7,Ping,Completed
2025-02-24 18:01:50.394,Day1-TMO-MNO-DEF-IN,36.19582000,-94.18458600,QualiPoc_083101,5G NR,8.8.8.8,ICMP,77,4,32,77.2,Ping,Completed
2025-02-24 18:01:51.400,Day1-TMO-MNO-DEF-IN,36.19583500,-94.18459200,QualiPoc_083101,5G NR,8.8.8.8,ICMP,81,5,32,81,Ping,Completed
2025-02-24 18:01:52.390,Day1-TMO-MNO-DEF-IN,36.19586200,-94.18462800,QualiPoc_083101,5G NR,8.8.8.8,ICMP,70,6,32,69.8,Ping,Completed
2025-02-24 18:01:53.390,Day1-TMO-MNO-DEF-IN,36.19589200,-94.18463900,QualiPoc_083101,5G NR,8.8.8.8,ICMP,68,7,32,68.5,Ping,Completed
2025-02-24 18:01:54.394,Day1-TMO-MNO-DEF-IN,36.19590500,-94.18459300,QualiPoc_083101,5G NR,8.8.8.8,ICMP,71,8,32,70.7,Ping,Completed
2025-02-24 18:01:55.394,Day1-TMO-MNO-DEF-IN,36.19591800,-94.18457100,QualiPoc_083101,5G NR,8.8.8.8,ICMP,69,9,32,69.2,Ping,Completed
2025-02-24 18:01:56.405,Day1-TMO-MNO-DEF-IN,36.19593400,-94.18455900,QualiPoc_083101,5G NR,8.8.8.8,ICMP,79,10,32,78.6,Ping,Completed
2025-02-24 18:02:28.191,Day1-TMO-MNO-DEF-IN,36.19608600,-94.18442400,QualiPoc_083101,5G NR,8.8.8.8,ICMP,85,1,32,85.4,Ping,Completed
2025-02-24 18:02:29.193,Day1-TMO-MNO-DEF-IN,36.19608700,-94.18442500,QualiPoc_083101,5G NR,8.8.8.8,ICMP,86,2,32,86.1,Ping,Completed
2025-02-24 18:02:30.181,Day1-TMO-MNO-DEF-IN,36.19608700,-94.18442500,QualiPoc_083101,5G NR,8.8.8.8,ICMP,72,3,32,72.2,Ping,Completed
2025-02-24 18:02:31.183,Day1-TMO-MNO-DEF-IN,36.19608700,-94.18442500,QualiPoc_083101,5G NR,8.8.8.8,ICMP,73,4,32,73.2,Ping,Completed
2025-02-24 18:02:32.175,Day1-TMO-MNO-DEF-IN,36.19608700,-94.18442500,QualiPoc_083101,5G NR,8.8.8.8,ICMP,64,5,32,63.7,Ping,Completed
2025-02-24 18:02:33.186,Day1-TMO-MNO-DEF-IN,36.19608700,-94.18442600,QualiPoc_083101,5G NR,8.8.8.8,ICMP,74,6,32,74.4,Ping,Completed
2025-02-24 18:02:34.194,Day1-TMO-MNO-DEF-IN,36.19608700,-94.18442600,QualiPoc_083101,5G NR,8.8.8.8,ICMP,80,7,32,80.3,Ping,Completed
2025-02-24 18:02:35.190,Day1-TMO-MNO-DEF-IN,36.19608700,-94.18442600,QualiPoc_083101,5G NR,8.8.8.8,ICMP,76,8,32,75.5,Ping,Completed
2025-02-24 18:02:36.225,Day1-TMO-MNO-DEF-IN,36.19608700,-94.18442600,QualiPoc_083101,5G NR,8.8.8.8,ICMP,109,9,32,109,Ping,Completed
2025-02-24 18:02:37.304,Day1-TMO-MNO-DEF-IN,36.19608700,-94.18442600,QualiPoc_083101,5G NR,8.8.8.8,ICMP,186,10,32,186,Ping,Completed
2025-02-24 18:02:59.979,Day1-TMO-MNO-DEF-IN,36.19610100,-94.18443100,QualiPoc_083101,5G NR,8.8.8.8,ICMP,71,1,32,71,Ping,Completed
2025-02-24 18:03:01.018,Day1-TMO-MNO-DEF-IN,36.19610200,-94.18443100,QualiPoc_083101,5G NR,8.8.8.8,ICMP,109,2,32,109,Ping,Completed
2025-02-24 18:03:02.000,Day1-TMO-MNO-DEF-IN,36.19610200,-94.18443100,QualiPoc_083101,5G NR,8.8.8.8,ICMP,90,3,32,90.3,Ping,Completed
2025-02-24 18:03:02.977,Day1-TMO-MNO-DEF-IN,36.19610300,-94.18443100,QualiPoc_083101,5G NR,8.8.8.8,ICMP,67,4,32,67,Ping,Completed
2025-02-24 18:03:04.009,Day1-TMO-MNO-DEF-IN,36.19610300,-94.18443100,QualiPoc_083101,5G NR,8.8.8.8,ICMP,98,5,32,97.5,Ping,Completed
2025-02-24 18:03:05.006,Day1-TMO-MNO-DEF-IN,36.19610900,-94.18442900,QualiPoc_083101,5G NR,8.8.8.8,ICMP,93,6,32,92.6,Ping,Completed
2025-02-24 18:03:06.018,Day1-TMO-MNO-DEF-IN,36.19612100,-94.18443600,QualiPoc_083101,5G NR,8.8.8.8,ICMP,106,7,32,106,Ping,Completed
2025-02-24 18:03:07.000,Day1-TMO-MNO-DEF-IN,36.19613100,-94.18444000,QualiPoc_083101,5G NR,8.8.8.8,ICMP,87,8,32,87.1,Ping,Completed
2025-02-24 18:03:07.991,Day1-TMO-MNO-DEF-IN,36.19615500,-94.18444600,QualiPoc_083101,5G NR,8.8.8.8,ICMP,76,9,32,76.4,Ping,Completed
2025-02-24 18:03:08.987,Day1-TMO-MNO-DEF-IN,36.19620000,-94.18447000,QualiPoc_083101,5G NR,8.8.8.8,ICMP,71,10,32,70.9,Ping,Completed
2025-02-24 18:03:22.106,Day1-TMO-MNO-DEF-IN,36.19652100,-94.18445000,QualiPoc_083101,5G NR,8.8.8.8,ICMP,71,1,32,70.7,Ping,Completed
2025-02-24 18:03:23.119,Day1-TMO-MNO-DEF-IN,36.19653300,-94.18444800,QualiPoc_083101,5G NR,8.8.8.8,ICMP,82,2,32,81.8,Ping,Completed
2025-02-24 18:03:24.125,Day1-TMO-MNO-DEF-IN,36.19650000,-94.18446800,QualiPoc_083101,5G NR,8.8.8.8,ICMP,86,3,32,86.3,Ping,Completed
2025-02-24 18:03:25.144,Day1-TMO-MNO-DEF-IN,36.19646100,-94.18447400,QualiPoc_083101,5G NR,8.8.8.8,ICMP,103,4,32,103,Ping,Completed
2025-02-24 18:03:26.103,Day1-TMO-MNO-DEF-IN,36.19643600,-94.18447300,QualiPoc_083101,5G NR,8.8.8.8,ICMP,58,5,32,58.5,Ping,Completed
2025-02-24 18:03:27.160,Day1-TMO-MNO-DEF-IN,36.19640400,-94.18445800,QualiPoc_083101,5G NR,8.8.8.8,ICMP,114,6,32,114,Ping,Completed
2025-02-24 18:03:28.252,Day1-TMO-MNO-DEF-IN,36.19637800,-94.18444500,QualiPoc_083101,5G NR,8.8.8.8,ICMP,204,7,32,204,Ping,Completed
2025-02-24 18:03:29.174,Day1-TMO-MNO-DEF-IN,36.19637000,-94.18444700,QualiPoc_083101,5G NR,8.8.8.8,ICMP,125,8,32,125,Ping,Completed
2025-02-24 18:03:30.119,Day1-TMO-MNO-DEF-IN,36.19636900,-94.18444900,QualiPoc_083101,5G NR,8.8.8.8,ICMP,71,9,32,71.3,Ping,Completed
2025-02-24 18:03:31.134,Day1-TMO-MNO-DEF-IN,36.19637200,-94.18445500,QualiPoc_083101,5G NR,8.8.8.8,ICMP,83,10,32,83.2,Ping,Completed
2025-02-24 18:03:44.126,Day1-TMO-MNO-DEF-IN,36.19647700,-94.18463800,QualiPoc_083101,5G NR,8.8.8.8,ICMP,104,1,32,104,Ping,Completed
2025-02-24 18:03:45.130,Day1-TMO-MNO-DEF-IN,36.19646700,-94.18463900,QualiPoc_083101,5G NR,8.8.8.8,ICMP,107,2,32,107,Ping,Completed
2025-02-24 18:03:46.180,Day1-TMO-MNO-DEF-IN,36.19646000,-94.18463900,QualiPoc_083101,5G NR,8.8.8.8,ICMP,156,3,32,156,Ping,Completed
2025-02-24 18:03:47.124,Day1-TMO-MNO-DEF-IN,36.19645200,-94.18465000,QualiPoc_083101,5G NR,8.8.8.8,ICMP,99,4,32,99.4,Ping,Completed
2025-02-24 18:03:48.098,Day1-TMO-MNO-DEF-IN,36.19644700,-94.18465900,QualiPoc_083101,5G NR,8.8.8.8,ICMP,72,5,32,72.4,Ping,Completed
2025-02-24 18:03:49.221,Day1-TMO-MNO-DEF-IN,36.19644400,-94.18466300,QualiPoc_083101,5G NR,8.8.8.8,ICMP,192,6,32,192,Ping,Completed
2025-02-24 18:03:50.107,Day1-TMO-MNO-DEF-IN,36.19644800,-94.18466600,QualiPoc_083101,5G NR,8.8.8.8,ICMP,79,7,32,78.7,Ping,Completed
2025-02-24 18:03:51.340,Day1-TMO-MNO-DEF-IN,36.19643200,-94.18466400,QualiPoc_083101,5G NR,8.8.8.8,ICMP,311,8,32,311,Ping,Completed
2025-02-24 18:03:52.100,Day1-TMO-MNO-DEF-IN,36.19641900,-94.18466300,QualiPoc_083101,5G NR,8.8.8.8,ICMP,70,9,32,69.6,Ping,Completed
2025-02-24 18:03:53.196,Day1-TMO-MNO-DEF-IN,36.19640800,-94.18466300,QualiPoc_083101,5G NR,8.8.8.8,ICMP,163,10,32,163,Ping,Completed
2025-02-24 18:04:06.212,Day1-TMO-MNO-DEF-IN,36.19629400,-94.18471400,QualiPoc_083101,5G NR,8.8.8.8,ICMP,140,1,32,140,Ping,Completed
2025-02-24 18:04:07.147,Day1-TMO-MNO-DEF-IN,36.19627700,-94.18473600,QualiPoc_083101,5G NR,8.8.8.8,ICMP,75,2,32,75.3,Ping,Completed
2025-02-24 18:04:08.241,Day1-TMO-MNO-DEF-IN,36.19626100,-94.18475000,QualiPoc_083101,5G NR,8.8.8.8,ICMP,166,3,32,166,Ping,Completed
2025-02-24 18:04:09.163,Day1-TMO-MNO-DEF-IN,36.19624600,-94.18475500,QualiPoc_083101,5G NR,8.8.8.8,ICMP,88,4,32,87.9,Ping,Completed
2025-02-24 18:04:10.164,Day1-TMO-MNO-DEF-IN,36.19623800,-94.18475600,QualiPoc_083101,5G NR,8.8.8.8,ICMP,89,5,32,89,Ping,Completed
2025-02-24 18:04:11.170,Day1-TMO-MNO-DEF-IN,36.19624900,-94.18475900,QualiPoc_083101,5G NR,8.8.8.8,ICMP,93,6,32,93.3,Ping,Completed
2025-02-24 18:04:12.171,Day1-TMO-MNO-DEF-IN,36.19625700,-94.18475100,QualiPoc_083101,5G NR,8.8.8.8,ICMP,92,7,32,91.7,Ping,Completed
2025-02-24 18:04:13.143,Day1-TMO-MNO-DEF-IN,36.19626600,-94.18473000,QualiPoc_083101,5G NR,8.8.8.8,ICMP,64,8,32,63.9,Ping,Completed
2025-02-24 18:04:14.200,Day1-TMO-MNO-DEF-IN,36.19627400,-94.18472200,QualiPoc_083101,5G NR,8.8.8.8,ICMP,120,9,32,120,Ping,Completed
2025-02-24 18:04:15.162,Day1-TMO-MNO-DEF-IN,36.19628300,-94.18471400,QualiPoc_083101,5G NR,8.8.8.8,ICMP,81,10,32,80.9,Ping,Completed
2025-02-24 18:04:28.230,Day1-TMO-MNO-DEF-IN,36.19629500,-94.18477800,QualiPoc_083101,5G NR,8.8.8.8,ICMP,172,1,32,172,Ping,Completed
2025-02-24 18:04:29.166,Day1-TMO-MNO-DEF-IN,36.19629500,-94.18477800,QualiPoc_083101,5G NR,8.8.8.8,ICMP,105,2,32,105,Ping,Completed
2025-02-24 18:04:30.921,Day1-TMO-MNO-DEF-IN,36.19629500,-94.18477800,QualiPoc_083101,5G NR,8.8.8.8,ICMP,858,3,32,858,Ping,Completed
2025-02-24 18:04:31.307,Day1-TMO-MNO-DEF-IN,36.19629800,-94.18477700,QualiPoc_083101,5G NR,8.8.8.8,ICMP,244,4,32,244,Ping,Completed
2025-02-24 18:04:32.375,Day1-TMO-MNO-DEF-IN,36.19630100,-94.18477700,QualiPoc_083101,5G NR,8.8.8.8,ICMP,312,5,32,312,Ping,Completed
2025-02-24 18:04:33.182,Day1-TMO-MNO-DEF-IN,36.19631300,-94.18477300,QualiPoc_083101,5G NR,8.8.8.8,ICMP,116,6,32,116,Ping,Completed
2025-02-24 18:04:34.180,Day1-TMO-MNO-DEF-IN,36.19632500,-94.18477300,QualiPoc_083101,5G NR,8.8.8.8,ICMP,113,7,32,113,Ping,Completed
2025-02-24 18:04:35.197,Day1-TMO-MNO-DEF-IN,36.19633000,-94.18478200,QualiPoc_083101,5G NR,8.8.8.8,ICMP,129,8,32,129,Ping,Completed
2025-02-24 18:04:36.149,Day1-TMO-MNO-DEF-IN,36.19632500,-94.18480000,QualiPoc_083101,5G NR,8.8.8.8,ICMP,81,9,32,81.4,Ping,Completed
2025-02-24 18:04:37.208,Day1-TMO-MNO-DEF-IN,36.19632000,-94.18481100,QualiPoc_083101,5G NR,8.8.8.8,ICMP,137,10,32,137,Ping,Completed
2025-02-24 18:04:50.124,Day1-TMO-MNO-DEF-IN,36.19623800,-94.18488700,QualiPoc_083101,5G NR,8.8.8.8,ICMP,60,1,32,59.7,Ping,Completed
2025-02-24 18:04:51.125,Day1-TMO-MNO-DEF-IN,36.19623500,-94.18488900,QualiPoc_083101,5G NR,8.8.8.8,ICMP,59,2,32,58.7,Ping,Completed
2025-02-24 18:04:52.137,Day1-TMO-MNO-DEF-IN,36.19622900,-94.18488700,QualiPoc_083101,5G NR,8.8.8.8,ICMP,70,3,32,70,Ping,Completed
2025-02-24 18:04:53.160,Day1-TMO-MNO-DEF-IN,36.19622100,-94.18488600,QualiPoc_083101,5G NR,8.8.8.8,ICMP,92,4,32,91.5,Ping,Completed
2025-02-24 18:04:54.123,Day1-TMO-MNO-DEF-IN,36.19621300,-94.18488900,QualiPoc_083101,5G NR,8.8.8.8,ICMP,52,5,32,52.5,Ping,Completed
2025-02-24 18:04:55.137,Day1-TMO-MNO-DEF-IN,36.19619300,-94.18489900,QualiPoc_083101,5G NR,8.8.8.8,ICMP,66,6,32,65.5,Ping,Completed
2025-02-24 18:04:56.174,Day1-TMO-MNO-DEF-IN,36.19617000,-94.18490600,QualiPoc_083101,5G NR,8.8.8.8,ICMP,100,7,32,100,Ping,Completed
2025-02-24 18:04:57.164,Day1-TMO-MNO-DEF-IN,36.19614400,-94.18491300,QualiPoc_083101,5G NR,8.8.8.8,ICMP,89,8,32,88.6,Ping,Completed
2025-02-24 18:04:58.171,Day1-TMO-MNO-DEF-IN,36.19612400,-94.18491800,QualiPoc_083101,5G NR,8.8.8.8,ICMP,95,9,32,94.8,Ping,Completed
2025-02-24 18:04:59.143,Day1-TMO-MNO-DEF-IN,36.19610000,-94.18492900,QualiPoc_083101,5G NR,8.8.8.8,ICMP,64,10,32,63.5,Ping,Completed
2025-02-24 18:05:12.094,Day1-TMO-MNO-DEF-IN,36.19603000,-94.18498400,QualiPoc_083101,5G NR,8.8.8.8,ICMP,55,1,32,54.7,Ping,Completed
2025-02-24 18:05:13.140,Day1-TMO-MNO-DEF-IN,36.19602900,-94.18498200,QualiPoc_083101,5G NR,8.8.8.8,ICMP,100,2,32,99.5,Ping,Completed
2025-02-24 18:05:14.120,Day1-TMO-MNO-DEF-IN,36.19602000,-94.18498100,QualiPoc_083101,5G NR,8.8.8.8,ICMP,77,3,32,77.3,Ping,Completed
2025-02-24 18:05:15.146,Day1-TMO-MNO-DEF-IN,36.19601200,-94.18498700,QualiPoc_083101,5G NR,8.8.8.8,ICMP,101,4,32,101,Ping,Completed
2025-02-24 18:05:16.105,Day1-TMO-MNO-DEF-IN,36.19600400,-94.18499700,QualiPoc_083101,5G NR,8.8.8.8,ICMP,59,5,32,58.7,Ping,Completed
2025-02-24 18:05:17.116,Day1-TMO-MNO-DEF-IN,36.19600100,-94.18499700,QualiPoc_083101,5G NR,8.8.8.8,ICMP,69,6,32,68.9,Ping,Completed
2025-02-24 18:05:18.124,Day1-TMO-MNO-DEF-IN,36.19599900,-94.18498800,QualiPoc_083101,5G NR,8.8.8.8,ICMP,76,7,32,75.8,Ping,Completed
2025-02-24 18:05:19.110,Day1-TMO-MNO-DEF-IN,36.19599300,-94.18498000,QualiPoc_083101,5G NR,8.8.8.8,ICMP,60,8,32,60.2,Ping,Completed
2025-02-24 18:05:20.119,Day1-TMO-MNO-DEF-IN,36.19598900,-94.18497600,QualiPoc_083101,5G NR,8.8.8.8,ICMP,69,9,32,68.7,Ping,Completed
2025-02-24 18:05:21.126,Day1-TMO-MNO-DEF-IN,36.19598700,-94.18497300,QualiPoc_083101,5G NR,8.8.8.8,ICMP,73,10,32,73.2,Ping,Completed
2025-02-24 18:05:53.608,Day1-TMO-MNO-DEF-IN,36.19594900,-94.18451700,QualiPoc_083101,5G NR,8.8.8.8,ICMP,406,1,32,406,Ping,Completed
2025-02-24 18:05:54.290,Day1-TMO-MNO-DEF-IN,36.19594100,-94.18452200,QualiPoc_083101,5G NR,8.8.8.8,ICMP,87,2,32,86.8,Ping,Completed
2025-02-24 18:05:55.260,Day1-TMO-MNO-DEF-IN,36.19592400,-94.18452300,QualiPoc_083101,5G NR,8.8.8.8,ICMP,56,3,32,56.5,Ping,Completed
2025-02-24 18:05:56.376,Day1-TMO-MNO-DEF-IN,36.19590200,-94.18451600,QualiPoc_083101,5G NR,8.8.8.8,ICMP,170,4,32,170,Ping,Completed
2025-02-24 18:05:57.330,Day1-TMO-MNO-DEF-IN,36.19587700,-94.18451000,QualiPoc_083101,5G NR,8.8.8.8,ICMP,123,5,32,123,Ping,Completed
2025-02-24 18:05:58.263,Day1-TMO-MNO-DEF-IN,36.19585200,-94.18450500,QualiPoc_083101,5G NR,8.8.8.8,ICMP,55,6,32,55.3,Ping,Completed
2025-02-24 18:05:59.280,Day1-TMO-MNO-DEF-IN,36.19584100,-94.18449900,QualiPoc_083101,5G NR,8.8.8.8,ICMP,71,7,32,70.6,Ping,Completed
2025-02-24 18:06:00.364,Day1-TMO-MNO-DEF-IN,36.19582600,-94.18448800,QualiPoc_083101,5G NR,8.8.8.8,ICMP,154,8,32,154,Ping,Completed
2025-02-24 18:06:01.448,Day1-TMO-MNO-DEF-IN,36.19582600,-94.18447600,QualiPoc_083101,5G NR,8.8.8.8,ICMP,235,9,32,235,Ping,Completed
2025-02-24 18:06:02.397,Day1-TMO-MNO-DEF-IN,36.19582200,-94.18446600,QualiPoc_083101,5G NR,8.8.8.8,ICMP,179,10,32,179,Ping,Completed
2025-02-24 18:06:15.214,Day1-TMO-MNO-DEF-IN,36.19580300,-94.18441100,QualiPoc_083101,5G NR,8.8.8.8,ICMP,58,1,32,57.5,Ping,Completed
2025-02-24 18:06:16.219,Day1-TMO-MNO-DEF-IN,36.19582000,-94.18440400,QualiPoc_083101,5G NR,8.8.8.8,ICMP,62,2,32,61.7,Ping,Completed
2025-02-24 18:06:17.298,Day1-TMO-MNO-DEF-IN,36.19582900,-94.18440200,QualiPoc_083101,5G NR,8.8.8.8,ICMP,138,3,32,138,Ping,Completed
2025-02-24 18:06:18.268,Day1-TMO-MNO-DEF-IN,36.19582800,-94.18439500,QualiPoc_083101,5G NR,8.8.8.8,ICMP,108,4,32,108,Ping,Completed
2025-02-24 18:06:19.247,Day1-TMO-MNO-DEF-IN,36.19582900,-94.18438700,QualiPoc_083101,5G NR,8.8.8.8,ICMP,86,5,32,85.9,Ping,Completed
2025-02-24 18:06:20.252,Day1-TMO-MNO-DEF-IN,36.19582700,-94.18438800,QualiPoc_083101,5G NR,8.8.8.8,ICMP,90,6,32,90,Ping,Completed
2025-02-24 18:06:21.245,Day1-TMO-MNO-DEF-IN,36.19582400,-94.18438700,QualiPoc_083101,5G NR,8.8.8.8,ICMP,82,7,32,81.7,Ping,Completed
2025-02-24 18:06:22.250,Day1-TMO-MNO-DEF-IN,36.19582600,-94.18438300,QualiPoc_083101,5G NR,8.8.8.8,ICMP,85,8,32,84.6,Ping,Completed
2025-02-24 18:06:23.280,Day1-TMO-MNO-DEF-IN,36.19583600,-94.18437600,QualiPoc_083101,5G NR,8.8.8.8,ICMP,114,9,32,114,Ping,Completed
2025-02-24 18:06:24.324,Day1-TMO-MNO-DEF-IN,36.19584300,-94.18437200,QualiPoc_083101,5G NR,8.8.8.8,ICMP,155,10,32,155,Ping,Completed
2025-02-24 18:06:47.070,Day1-TMO-MNO-DEF-IN,36.19592800,-94.18410600,QualiPoc_083101,5G NR,8.8.8.8,ICMP,139,1,32,139,Ping,Completed
2025-02-24 18:06:48.155,Day1-TMO-MNO-DEF-IN,36.19592800,-94.18408200,QualiPoc_083101,5G NR,8.8.8.8,ICMP,223,2,32,223,Ping,Completed
2025-02-24 18:06:49.014,Day1-TMO-MNO-DEF-IN,36.19592800,-94.18408200,QualiPoc_083101,5G NR,8.8.8.8,ICMP,82,3,32,82.4,Ping,Completed
2025-02-24 18:06:50.005,Day1-TMO-MNO-DEF-IN,36.19593600,-94.18405300,QualiPoc_083101,5G NR,8.8.8.8,ICMP,71,4,32,71.3,Ping,Completed
2025-02-24 18:06:51.007,Day1-TMO-MNO-DEF-IN,36.19594500,-94.18403500,QualiPoc_083101,5G NR,8.8.8.8,ICMP,76,5,32,75.9,Ping,Completed
2025-02-24 18:06:51.994,Day1-TMO-MNO-DEF-IN,36.19594100,-94.18402000,QualiPoc_083101,5G NR,8.8.8.8,ICMP,63,6,32,62.8,Ping,Completed
2025-02-24 18:06:53.003,Day1-TMO-MNO-DEF-IN,36.19593000,-94.18400900,QualiPoc_083101,5G NR,8.8.8.8,ICMP,70,7,32,70.4,Ping,Completed
2025-02-24 18:06:54.006,Day1-TMO-MNO-DEF-IN,36.19591300,-94.18399600,QualiPoc_083101,5G NR,8.8.8.8,ICMP,72,8,32,71.5,Ping,Completed
2025-02-24 18:06:55.008,Day1-TMO-MNO-DEF-IN,36.19589900,-94.18398600,QualiPoc_083101,5G NR,8.8.8.8,ICMP,72,9,32,72.3,Ping,Completed
2025-02-24 18:06:56.041,Day1-TMO-MNO-DEF-IN,36.19589700,-94.18397800,QualiPoc_083101,5G NR,8.8.8.8,ICMP,103,10,32,103,Ping,Completed
2025-02-24 18:07:28.434,Day1-TMO-MNO-DEF-IN,36.19590300,-94.18389600,QualiPoc_083101,5G NR,8.8.8.8,ICMP,61,1,32,61,Ping,Completed
2025-02-24 18:07:29.447,Day1-TMO-MNO-DEF-IN,36.19590300,-94.18389600,QualiPoc_083101,5G NR,8.8.8.8,ICMP,73,2,32,73.2,Ping,Completed
2025-02-24 18:07:30.436,Day1-TMO-MNO-DEF-IN,36.19590300,-94.18389500,QualiPoc_083101,5G NR,8.8.8.8,ICMP,61,3,32,61.1,Ping,Completed
2025-02-24 18:07:31.452,Day1-TMO-MNO-DEF-IN,36.19590300,-94.18389500,QualiPoc_083101,5G NR,8.8.8.8,ICMP,71,4,32,70.6,Ping,Completed
2025-02-24 18:07:32.451,Day1-TMO-MNO-DEF-IN,36.19590300,-94.18389500,QualiPoc_083101,5G NR,8.8.8.8,ICMP,72,5,32,72.4,Ping,Completed
2025-02-24 18:07:33.450,Day1-TMO-MNO-DEF-IN,36.19590400,-94.18389500,QualiPoc_083101,5G NR,8.8.8.8,ICMP,71,6,32,71,Ping,Completed
2025-02-24 18:07:34.430,Day1-TMO-MNO-DEF-IN,36.19590400,-94.18389500,QualiPoc_083101,5G NR,8.8.8.8,ICMP,49,7,32,49,Ping,Completed
2025-02-24 18:07:35.447,Day1-TMO-MNO-DEF-IN,36.19590400,-94.18389500,QualiPoc_083101,5G NR,8.8.8.8,ICMP,65,8,32,64.6,Ping,Completed
2025-02-24 18:07:36.450,Day1-TMO-MNO-DEF-IN,36.19590400,-94.18389500,QualiPoc_083101,5G NR,8.8.8.8,ICMP,67,9,32,66.6,Ping,Completed
2025-02-24 18:07:37.449,Day1-TMO-MNO-DEF-IN,36.19590400,-94.18389500,QualiPoc_083101,5G NR,8.8.8.8,ICMP,64,10,32,63.6,Ping,Completed
2025-02-24 18:08:09.278,Day1-TMO-MNO-DEF-IN,36.19595200,-94.18370900,QualiPoc_083101,5G NR,8.8.8.8,ICMP,132,1,32,132,Ping,Completed
2025-02-24 18:08:10.224,Day1-TMO-MNO-DEF-IN,36.19594600,-94.18369700,QualiPoc_083101,5G NR,8.8.8.8,ICMP,77,2,32,77.4,Ping,Completed
2025-02-24 18:08:11.409,Day1-TMO-MNO-DEF-IN,36.19594000,-94.18368300,QualiPoc_083101,5G NR,8.8.8.8,ICMP,260,3,32,260,Ping,Completed
2025-02-24 18:08:12.278,Day1-TMO-MNO-DEF-IN,36.19594000,-94.18367000,QualiPoc_083101,5G NR,8.8.8.8,ICMP,127,4,32,127,Ping,Completed
2025-02-24 18:08:13.263,Day1-TMO-MNO-DEF-IN,36.19594200,-94.18366000,QualiPoc_083101,5G NR,8.8.8.8,ICMP,113,5,32,113,Ping,Completed
2025-02-24 18:08:14.300,Day1-TMO-MNO-DEF-IN,36.19594100,-94.18364800,QualiPoc_083101,5G NR,8.8.8.8,ICMP,149,6,32,149,Ping,Completed
2025-02-24 18:08:15.310,Day1-TMO-MNO-DEF-IN,36.19593900,-94.18363700,QualiPoc_083101,5G NR,8.8.8.8,ICMP,157,7,32,157,Ping,Completed
2025-02-24 18:08:16.333,Day1-TMO-MNO-DEF-IN,36.19593400,-94.18363000,QualiPoc_083101,5G NR,8.8.8.8,ICMP,179,8,32,179,Ping,Completed
2025-02-24 18:08:17.310,Day1-TMO-MNO-DEF-IN,36.19592900,-94.18362500,QualiPoc_083101,5G NR,8.8.8.8,ICMP,154,9,32,154,Ping,Completed
2025-02-24 18:08:18.238,Day1-TMO-MNO-DEF-IN,36.19591800,-94.18361400,QualiPoc_083101,5G NR,8.8.8.8,ICMP,82,10,32,82.4,Ping,Completed
